"","word","n"
"237","humanitarian",14
"238","involved",14
"239","iran’s",14
"240","israel",14
"241","key",14
"242","left",14
"243","lives",14
"244","middle",14
"245","months",14
"246","palace",14
"247","past",14
"248","protest",14
"249","refugees",14
"250","spokesman",14
"251","win",14
"252","6",13
"253","africa",13
"254","august",13
"255","based",13
"256","bomb",13
"257","carried",13
"258","central",13
"259","chief",13
"260","coast",13
"261","controlled",13
"262","council",13
"263","crackdown",13
"264","crimes",13
"265","district",13
"266","embassy",13
"267","fire",13
"268","hundreds",13
"269","intelligence",13
"270","killing",13
"271","kurdish",13
"272","major",13
"273","militant",13
"274","plan",13
"275","putin",13
"276","sanders",13
"277","senior",13
"278","speaks",13
"279","special",13
"280","ties",13
"281","victory",13
"282","airport",12
"283","alliance",12
"284","analyst",12
"285","announced",12
"286","arrested",12
"287","bulletin",12
"288","close",12
"289","deadly",12
"290","eastern",12
"291","land",12
"292","law",12
"293","massive",12
"294","mohammad",12
"295","movement",12
"296","night",12
"297","peace",12
"298","personnel",12
"299","process",12
"300","public",12
"301","situation",12
"302","solution",12
"303","stoltenberg",12
"304","territories",12
"305","union",12
"306","violence",12
"307","12",11
"308","access",11
"309","ali",11
"310","barack",11
"311","bloc",11
"312","china",11
"313","civilian",11
"314","clinton’s",11
"315","damascus",11
"316","envoy",11
"317","exports",11
"318","february",11
"319","federal",11
"320","fly",11
"321","gathering",11
"322","hours",11
"323","increased",11
"324","launch",11
"325","leaders",11
"326","local",11
"327","money",11
"328","office",11
"329","policies",11
"330","popular",11
"331","protests",11
"332","providing",11
"333","province",11
"334","reports",11
"335","sanctions",11
"336","shia",11
"337","single",11
"338","southern",11
"339","team",11
"340","thu",11
"341","total",11
"342","unesco",11
"343","voters",11
"344","warships",11
"345","19",10
"346","30",10
"347","9",10
"348","agreement",10
"349","aid",10
"350","amid",10
"351","authorities",10
"352","baghdad",10
"353","baltic",10
"354","call",10
"355","calling",10
"356","caracas",10
"357","carrier",10
"358","children",10
"359","command",10
"360","condemned",10
"361","coup",10
"362","debate",10
"363","declared",10
"364","deployed",10
"365","discuss",10
"366","earth",10
"367","event",10
"368","fighting",10
"369","fleet",10
"370","gulf",10
"371","hands",10
"372","heavy",10
"373","illegal",10
"374","increase",10
"375","issue",10
"376","james",10
"377","javad",10
"378","joint",10
"379","june",10
"380","khalifah",10
"381","late",10
"382","libyan",10
"383","line",10
"384","manama",10
"385","measures",10
"386","ministers",10
"387","mission",10
"388","nicolas",10
"389","organization",10
"390","park",10
"391","persian",10
"392","position",10
"393","reach",10
"394","relations",10
"395","republic",10
"396","role",10
"397","russia’s",10
"398","settlement",10
"399","settlements",10
"400","stated",10
"401","station",10
"402","taking",10
"403","terms",10
"404","toll",10
"405","town",10
"406","trade",10
"407","venezuela",10
"408","venezuelan",10
"409","villages",10
"410","vote",10
"411","zone",10
"412","4",9
"413","7",9
"414","activists",9
"415","administration",9
"416","affairs",9
"417","aggression",9
"418","agreed",9
"419","aimed",9
"420","america",9
"421","biggest",9
"422","capable",9
"423","carter",9
"424","ceasefire",9
"425","chemical",9
"426","clashes",9
"427","community",9
"428","conference",9
"429","confirmed",9
"430","cooperation",9
"431","dead",9
"432","deal",9
"433","director",9
"434","due",9
"435","emphasized",9
"436","energy",9
"437","fallon",9
"438","found",9
"439","game",9
"440","goal",9
"441","ground",9
"442","hold",9
"443","homes",9
"444","hospital",9
"445","italy",9
"446","justice",9
"447","largest",9
"448","lead",9
"449","leaked",9
"450","leaving",9
"451","london",9
"452","mass",9
"453","militancy",9
"454","monday",9
"455","mosque",9
"456","move",9
"457","nation",9
"458","negotiations",9
"459","nuclear",9
"460","pay",9
"461","pro",9
"462","provided",9
"463","raqqah",9
"464","result",9
"465","sana’a",9
"466","sergei",9
"467","set",9
"468","started",9
"469","stop",9
"470","system",9
"471","territory",9
"472","vice",9
"473","victims",9
"474","yemen’s",9
"475","yemenis",9
"476","10,000",8
"477","15",8
"478","17",8
"479","18",8
"480","23",8
"481","admiral",8
"482","afghan",8
"483","african",8
"484","ansarullah",8
"485","aoun",8
"486","attempt",8
"487","ayatollah",8
"488","bahraini",8
"489","beginning",8
"490","black",8
"491","borders",8
"492","brotherhood",8
"493","center",8
"494","chefs",8
"495","club",8
"496","comments",8
"497","compound",8
"498","continued",8
"499","daily",8
"500","delhi",8
"501","demolished",8
"502","demolitions",8
"503","department",8
"504","dhlakama",8
"505","died",8
"506","diplomat",8
"507","drones",8
"508","economy",8
"509","expansion",8
"510","figures",8
"511","finnish",8
"512","gathered",8
"513","guard",8
"514","hilla",8
"515","interview",8
"516","interviews",8
"517","islamabad",8
"518","island",8
"519","january",8
"520","jets",8
"521","kingdom",8
"522","located",8
"523","missile",8
"524","muallem",8
"525","muslim",8
"526","officer",8
"527","ongoing",8
"528","organizations",8
"529","pirates",8
"530","planned",8
"531","port",8
"532","race",8
"533","reached",8
"534","real",8
"535","regime’s",8
"536","repeatedly",8
"537","reportedly",8
"538","resolution",8
"539","response",8
"540","retake",8
"541","rise",8
"542","riyadh",8
"543","run",8
"544","secret",8
"545","similar",8
"546","sirte",8
"547","smith",8
"548","sources",8
"549","stressed",8
"550","struck",8
"551","students",8
"552","trump’s",8
"553","tunisian",8
"554","turkish",8
"555","units",8
"556","won",8
"557","11",7
"558","activities",7
"559","acts",7
"560","afghanistan",7
"561","ahead",7
"562","allowed",7
"563","aqsa",7
"564","ban",7
"565","bayern",7
"566","bid",7
"567","billion",7
"568","blocking",7
"569","boat",7
"570","body",7
"571","bombs",7
"572","brought",7
"573","brussels",7
"574","buildup",7
"575","bush",7
"576","business",7
"577","chairman",7
"578","charges",7
"579","claims",7
"580","commander",7
"581","concerns",7
"582","corbyn",7
"583","counter",7
"584","country's",7
"585","criminal",7
"586","criticized",7
"587","cup",7
"588","destroyed",7
"589","development",7
"590","duterte",7
"591","emails",7
"592","explosion",7
"593","extremist",7
"594","final",7
"595","financial",7
"596","foundation",7
"597","fourth",7
"598","gather",7
"599","global",7
"600","half",7
"601","head",7
"602","headquarters",7
"603","hostage",7
"604","impact",7
"605","incident",7
"606","influence",7
"607","injuries",7
"608","israelis",7
"609","jail",7
"610","jens",7
"611","john",7
"612","july",7
"613","korea",7
"614","leading",7
"615","life",7
"616","match",7
"617","muslims",7
"618","naval",7
"619","niinistö",7
"620","niro",7
"621","palestine",7
"622","peshmerga",7
"623","poland",7
"624","positions",7
"625","prevent",7
"626","professor",7
"627","protester",7
"628","raid",7
"629","received",7
"630","refugee",7
"631","request",7
"632","royal",7
"633","sauli",7
"634","scored",7
"635","scores",7
"636","scotland",7
"637","signed",7
"638","society",7
"639","stand",7
"640","submarine",7
"641","supreme",7
"642","sustained",7
"643","syria’s",7
"644","targeted",7
"645","targets",7
"646","tensions",7
"647","theresa",7
"648","thomas",7
"649","threatened",7
"650","times",7
"651","undermine",7
"652","visit",7
"653","100",6
"654","50",6
"655","actor",6
"656","ago",6
"657","agreements",6
"658","allegations",6
"659","allied",6
"660","americans",6
"661","armored",6
"662","arms",6
"663","arrived",6
"664","asian",6
"665","bashar",6
"666","bennett",6
"667","bilateral",6
"668","bin",6
"669","blames",6
"670","blast",6
"671","car",6
"672","carpets",6
"673","carrying",6
"674","clapper",6
"675","coalition",6
"676","committed",6
"677","companies",6
"678","cover",6
"679","criticism",6
"680","decide",6
"681","demonstrations",6
"682","deployment",6
"683","developments",6
"684","dismissed",6
"685","divided",6
"686","double",6
"687","elect",6
"688","electric",6
"689","expressed",6
"690","fakhrieh",6
"691","fighter",6
"692","fired",6
"693","force",6
"694","front",6
"695","geneva",6
"696","hadi",6
"697","hand",6
"698","health",6
"699","holding",6
"700","home",6
"701","include",6
"702","independence",6
"703","independent",6
"704","investigation",6
"705","kashan",6
"706","khamenei",6
"707","khan",6
"708","kill",6
"709","kuznetsov",6
"710","labour",6
"711","leave",6
"712","lebanese",6
"713","lebanon",6
"714","letter",6
"715","liberation",6
"716","loyal",6
"717","main",6
"718","means",6
"719","meet",6
"720","met",6
"721","michael",6
"722","neighborhood",6
"723","parliamentary",6
"724","peaceful",6
"725","pentagon",6
"726","photos",6
"727","picture",6
"728","pilgrims",6
"729","plane",6
"730","plans",6
"731","play",6
"732","post",6
"733","presidency",6
"734","pressure",6
"735","protesting",6
"736","quake",6
"737","recall",6
"738","remaining",6
"739","resume",6
"740","revealed",6
"741","round",6
"742","route",6
"743","seeking",6
"744","senator",6
"745","significant",6
"746","source",6
"747","sports",6
"748","streets",6
"749","strong",6
"750","supported",6
"751","targeting",6
"752","tel",6
"753","threat",6
"754","training",6
"755","tunisia",6
"756","uprising",6
"757","veliky",6
"758","violations",6
"759","vladimir",6
"760","voter",6
"761","walid",6
"762","watch",6
"763","waters",6
"764","weeks",6
"765","winning",6
"766","woman",6
"767","world’s",6
"768","zika",6
"769","16",5
"770","200",5
"771","2nd",5
"772","60",5
"773","80",5
"774","adopted",5
"775","aerial",5
"776","africa’s",5
"777","agencies",5
"778","airbase",5
"779","airstrike",5
"780","ambassador",5
"781","ankara",5
"782","april",5
"783","arabia’s",5
"784","assembly",5
"785","asylum",5
"786","barzani",5
"787","basis",5
"788","belgium",5
"789","benefits",5
"790","bernie",5
"791","billionaire",5
"792","blair",5
"793","bodies",5
"794","built",5
"795","captain",5
"796","casualties",5
"797","caused",5
"798","centers",5
"799","change",5
"800","cities",5
"801","citing",5
"802","claim",5
"803","closer",5
"804","coming",5
"805","commission",5
"806","common",5
"807","compared",5
"808","condition",5
"809","convention",5
"810","coordination",5
"811","counterpart",5
"812","counterparts",5
"813","cycling",5
"814","cypriot",5
"815","cyprus",5
"816","david",5
"817","deals",5
"818","debar",5
"819","decision",5
"820","democracy",5
"821","deploy",5
"822","detained",5
"823","diplomatic",5
"824","direct",5
"825","discovered",5
"826","disputed",5
"827","dollars",5
"828","effort",5
"829","electoral",5
"830","established",5
"831","establishment",5
"832","estate",5
"833","exhibition",5
"834","expected",5
"835","experts",5
"836","factory",5
"837","failing",5
"838","families",5
"839","fbi",5
"840","fell",5
"841","female",5
"842","fetzer",5
"843","fraud",5
"844","fri",5
"845","funeral",5
"846","future",5
"847","george",5
"848","gordhan",5
"849","government’s",5
"850","green",5
"851","growth",5
"852","hakim",5
"853","hamid",5
"854","handout",5
"855","helped",5
"856","hezbollah",5
"857","highlighted",5
"858","hudaydah",5
"859","india’s",5
"860","intervention",5
"861","isa",5
"862","italian",5
"863","join",5
"864","journal",5
"865","king",5
"866","larijani",5
"867","liberate",5
"868","liberating",5
"869","manila",5
"870","marine",5
"871","mark",5
"872","mediators",5
"873","membership",5
"874","minutes",5
"875","missiles",5
"876","model",5
"877","mogherini",5
"878","mohammed",5
"879","montreal",5
"880","morning",5
"881","msf",5
"882","multiple",5
"883","natural",5
"884","nature",5
"885","neighborhoods",5
"886","nineveh",5
"887","northwestern",5
"888","occupation",5
"889","operating",5
"890","pakistan’s",5
"891","pence",5
"892","perigee",5
"893","period",5
"894","person",5
"895","petition",5
"896","philadelphia",5
"897","positive",5
"898","powered",5
"899","primaries",5
"900","property",5
"901","pti",5
"902","published",5
"903","push",5
"904","putting",5
"905","qatar",5
"906","question",5
"907","quoted",5
"908","range",5
"909","reaction",5
"910","readiness",5
"911","ready",5
"912","receives",5
"913","recently",5
"914","relationship",5
"915","remains",5
"916","required",5
"917","resistance",5
"918","resumed",5
"919","revolution",5
"920","ridden",5
"921","rising",5
"922","sales",5
"923","saturday",5
"924","seekers",5
"925","seized",5
"926","semi",5
"927","separate",5
"928","series",5
"929","sharif",5
"930","ship",5
"931","shrine",5
"932","spanish",5
"933","speaking",5
"934","stance",5
"935","star",5
"936","stay",5
"937","street",5
"938","supposed",5
"939","towns",5
"940","tunnels",5
"941","vehicles",5
"942","vessel",5
"943","vessels",5
"944","violation",5
"945","voted",5
"946","warning",5
"947","wed",5
"948","worst",5
"949","wounded",5
"950","wrote",5
"951","22",4
"952","230",4
"953","300",4
"954","40",4
"955","400,000",4
"956","44",4
"957","47",4
"958","5,000",4
"959","500",4
"960","abd",4
"961","absolutely",4
"962","accept",4
"963","addition",4
"964","address",4
"965","advance",4
"966","advancing",4
"967","aerospace",4
"968","affect",4
"969","agenda",4
"970","amnesty",4
"971","anger",4
"972","anniversary",4
"973","announcement",4
"974","announcing",4
"975","annual",4
"976","anonymity",4
"977","approach",4
"978","approved",4
"979","argued",4
"980","arnel",4
"981","ashton",4
"982","asia",4
"983","assad",4
"984","assistance",4
"985","attempting",4
"986","badie",4
"987","bahrainis",4
"988","bahriya",4
"989","balochistan",4
"990","battleground",4
"991","begin",4
"992","beit",4
"993","blamed",4
"994","bombing",4
"995","break",4
"996","britain’s",4
"997","building",4
"998","buses",4
"999","businesses",4
"1000","businessman",4
"1001","calls",4
"1002","cape",4
"1003","care",4
"1004","carpet",4
"1005","ceremony",4
"1006","ceuta",4
"1007","citizenship",4
"1008","civil",4
"1009","cold",4
"1010","commentator",4
"1011","company",4
"1012","completed",4
"1013","condemn",4
"1014","conditions",4
"1015","conducted",4
"1016","conflicts",4
"1017","considered",4
"1018","continues",4
"1019","contracts",4
"1020","corruption",4
"1021","crown",4
"1022","cruise",4
"1023","current",4
"1024","cut",4
"1025","damage",4
"1026","deaths",4
"1027","decided",4
"1028","defeating",4
"1029","demonstrators",4
"1030","denounced",4
"1031","deputy",4
"1032","desperate",4
"1033","determine",4
"1034","dictator",4
"1035","dinosaur",4
"1036","division",4
"1037","don’t",4
"1038","drive",4
"1039","drone",4
"1040","duff",4
"1041","earthquake",4
"1042","effectively",4
"1043","elections",4
"1044","elite",4
"1045","emirates",4
"1046","endorsed",4
"1047","enemies",4
"1048","english",4
"1049","entered",4
"1050","equipment",4
"1051","equipped",4
"1052","evidence",4
"1053","exchange",4
"1054","export",4
"1055","failed",4
"1056","farm",4
"1057","farms",4
"1058","favor",4
"1059","ferry",4
"1060","filipino",4
"1061","flyers",4
"1062","forward",4
"1063","free",4
"1064","freed",4
"1065","friedman",4
"1066","gaddafi",4
"1067","germany",4
"1068","giving",4
"1069","governments",4
"1070","gripping",4
"1071","growing",4
"1072","guns",4
"1073","hamad",4
"1074","handed",4
"1075","hanina",4
"1076","hard",4
"1077","harsh",4
"1078","hassan",4
"1079","he’s",4
"1080","heart",4
"1081","heavily",4
"1082","historic",4
"1083","hospitals",4
"1084","houses",4
"1085","imam",4
"1086","immigration",4
"1087","impeachment",4
"1088","imposed",4
"1089","imran",4
"1090","individuals",4
"1091","industry",4
"1092","influx",4
"1093","informed",4
"1094","inside",4
"1095","it’s",4
"1096","izadi",4
"1097","jeremy",4
"1098","johnson",4
"1099","jreif",4
"1100","karachi",4
"1101","kargar",4
"1102","kashmiri",4
"1103","kashmiris",4
"1104","kiev",4
"1105","klizan",4
"1106","legal",4
"1107","liberated",4
"1108","lieu",4
"1109","lithuania",4
"1110","liverpool",4
"1111","loc",4
"1112","lot",4
"1113","love",4
"1114","machine",4
"1115","managed",4
"1116","mansur",4
"1117","marathon",4
"1118","martin",4
"1119","medical",4
"1120","michel",4
"1121","mike",4
"1122","miles",4
"1123","millions",4
"1124","mistura",4
"1125","mortar",4
"1126","mourners",4
"1127","mourning",4
"1128","muammar",4
"1129","mundell",4
"1130","munich",4
"1131","murray",4
"1132","mustafa",4
"1133","nato’s",4
"1134","nawaz",4
"1135","nayak",4
"1136","neighboring",4
"1137","newspaper",4
"1138","norpoth",4
"1139","novgorod",4
"1140","numerous",4
"1141","officers",4
"1142","oil",4
"1143","openly",4
"1144","pakistan's",4
"1145","panda",4
"1146","parties",4
"1147","passed",4
"1148","petras",4
"1149","philippine",4
"1150","players",4
"1151","polls",4
"1152","population",4
"1153","possibility",4
"1154","potential",4
"1155","powers",4
"1156","predicted",4
"1157","previous",4
"1158","prince",4
"1159","princess",4
"1160","prison",4
"1161","prize",4
"1162","products",4
"1163","program",4
"1164","project",4
"1165","proposal",4
"1166","provide",4
"1167","punch",4
"1168","qassemi",4
"1169","queen",4
"1170","rabbuh",4
"1171","ranking",4
"1172","razed",4
"1173","reasons",4
"1174","record",4
"1175","refused",4
"1176","regions",4
"1177","religion",4
"1178","respect",4
"1179","responsibility",4
"1180","restrictions",4
"1181","return",4
"1182","rhetoric",4
"1183","rig",4
"1184","rigging",4
"1185","risk",4
"1186","rocket",4
"1187","rockets",4
"1188","ross",4
"1189","running",4
"1190","russia's",4
"1191","scale",4
"1192","scene",4
"1193","scheduled",4
"1194","scientists",4
"1195","scottish",4
"1196","send",4
"1197","sentenced",4
"1198","separately",4
"1199","service",4
"1200","share",4
"1201","sheikh",4
"1202","shells",4
"1203","short",4
"1204","sign",4
"1205","sit",4
"1206","slogans",4
"1207","somali",4
"1208","sophia",4
"1209","sort",4
"1210","spain",4
"1211","speak",4
"1212","speed",4
"1213","spoke",4
"1214","spot",4
"1215","spy",4
"1216","square",4
"1217","staffan",4
"1218","standards",4
"1219","stands",4
"1220","stationed",4
"1221","status",4
"1222","stealth",4
"1223","stressing",4
"1224","strike",4
"1225","strikes",4
"1226","strongest",4
"1227","stronghold",4
"1228","strongly",4
"1229","structures",4
"1230","sun",4
"1231","survey",4
"1232","suspended",4
"1233","suspension",4
"1234","taliban",4
"1235","target",4
"1236","tasked",4
"1237","tens",4
"1238","thailand’s",4
"1239","torn",4
"1240","transfer",4
"1241","trilateral",4
"1242","turnout",4
"1243","twitter",4
"1244","ukraine",4
"1245","ukrainian",4
"1246","unnamed",4
"1247","unprovoked",4
"1248","upcoming",4
"1249","venezuela's",4
"1250","video",4
"1251","view",4
"1252","violating",4
"1253","violent",4
"1254","virus",4
"1255","visiting",4
"1256","votes",4
"1257","voting",4
"1258","washington's",4
"1259","water",4
"1260","wednesday’s",4
"1261","welcomed",4
"1262","worth",4
"1263","woven",4
"1264","13",3
"1265","140",3
"1266","150",3
"1267","1947",3
"1268","1967",3
"1269","2013",3
"1270","21",3
"1271","250",3
"1272","33",3
"1273","400",3
"1274","4th",3
"1275","52",3
"1276","525",3
"1277","61",3
"1278","70",3
"1279","700",3
"1280","7th",3
"1281","aaliya",3
"1282","abducted",3
"1283","abdul",3
"1284","account",3
"1285","accusations",3
"1286","acknowledged",3
"1287","activity",3
"1288","adopting",3
"1289","advanced",3
"1290","advances",3
"1291","advantage",3
"1292","agents",3
"1293","ahmed",3
"1294","akinci",3
"1295","alarm",3
"1296","alberto",3
"1297","ally",3
"1298","ammar",3
"1299","anastasiades",3
"1300","andy",3
"1301","answering",3
"1302","antarctic",3
"1303","aoun’s",3
"1304","apparently",3
"1305","assault",3
"1306","assaults",3
"1307","attacked",3
"1308","attend",3
"1309","attended",3
"1310","augsburg",3
"1311","author",3
"1312","autonomous",3
"1313","aviv",3
"1314","awarded",3
"1315","background",3
"1316","baltics",3
"1317","banking",3
"1318","banks",3
"1319","bases",3
"1320","bashiqa",3
"1321","bassil",3
"1322","batteries",3
"1323","bear",3
"1324","beat",3
"1325","beating",3
"1326","beirut",3
"1327","believed",3
"1328","birds",3
"1329","blame",3
"1330","blood",3
"1331","board",3
"1332","boats",3
"1333","bonyan",3
"1334","brightest",3
"1335","bring",3
"1336","britons",3
"1337","buffalo",3
"1338","build",3
"1339","buildings",3
"1340","buried",3
"1341","cancelled",3
"1342","captives",3
"1343","captivity",3
"1344","capture",3
"1345","carolina",3
"1346","carter’s",3
"1347","celebrates",3
"1348","challenges",3
"1349","chance",3
"1350","changed",3
"1351","choice",3
"1352","churkin",3
"1353","citizens",3
"1354","city’s",3
"1355","claiming",3
"1356","clarence",3
"1357","class",3
"1358","cleric",3
"1359","closed",3
"1360","college",3
"1361","combat",3
"1362","comey",3
"1363","comey’s",3
"1364","commanders",3
"1365","commercial",3
"1366","committee",3
"1367","commons",3
"1368","commuter",3
"1369","competitive",3
"1370","complete",3
"1371","concerned",3
"1372","conduct",3
"1373","confrontation",3
"1374","congress",3
"1375","conspiring",3
"1376","contest",3
"1377","contribute",3
"1378","convinced",3
"1379","correspondent",3
"1380","corrigan",3
"1381","countering",3
"1382","create",3
"1383","crew",3
"1384","crime",3
"1385","critical",3
"1386","cross",3
"1387","cruiser",3
"1388","cultural",3
"1389","cutting",3
"1390","daniel",3
"1391","decades",3
"1392","december",3
"1393","declined",3
"1394","deep",3
"1395","defeat",3
"1396","defendants",3
"1397","delivering",3
"1398","demanding",3
"1399","demonstrated",3
"1400","demonstration",3
"1401","denied",3
"1402","destroy",3
"1403","destroying",3
"1404","destruction",3
"1405","determined",3
"1406","dialogue",3
"1407","diesel",3
"1408","directly",3
"1409","discussion",3
"1410","disgrace",3
"1411","dissent",3
"1412","divisive",3
"1413","documents",3
"1414","donors",3
"1415","dozen",3
"1416","dozens",3
"1417","dynasty",3
"1418","edition",3
"1419","effective",3
"1420","elements",3
"1421","elmer",3
"1422","email",3
"1423","emergency",3
"1424","entry",3
"1425","episode",3
"1426","equip",3
"1427","erupted",3
"1428","establish",3
"1429","estimates",3
"1430","estonia",3
"1431","exceptional",3
"1432","explosive",3
"1433","express",3
"1434","extended",3
"1435","extra",3
"1436","eye",3
"1437","facilitate",3
"1438","facility",3
"1439","family’s",3
"1440","fate",3
"1441","favored",3
"1442","federica",3
"1443","figure",3
"1444","firing",3
"1445","flights",3
"1446","flow",3
"1447","focused",3
"1448","footage",3
"1449","football",3
"1450","founder",3
"1451","fpm",3
"1452","france",3
"1453","frankly",3
"1454","frelimo",3
"1455","fuel",3
"1456","funding",3
"1457","gained",3
"1458","gains",3
"1459","gargash",3
"1460","gatherings",3
"1461","german",3
"1462","ghiza",3
"1463","giant",3
"1464","gonna",3
"1465","gore",3
"1466","gorongosa",3
"1467","governing",3
"1468","government's",3
"1469","grab",3
"1470","grant",3
"1471","grata",3
"1472","greece",3
"1473","greek",3
"1474","grigorovich",3
"1475","gripped",3
"1476","group’s",3
"1477","guardian",3
"1478","hacking",3
"1479","hall",3
"1480","hampshire",3
"1481","happen",3
"1482","havoc",3
"1483","heard",3
"1484","hitting",3
"1485","hockey",3
"1486","holds",3
"1487","holy",3
"1488","homeless",3
"1489","hope",3
"1490","horchani",3
"1491","hour",3
"1492","image",3
"1493","improve",3
"1494","inflatable",3
"1495","information",3
"1496","inline",3
"1497","inspect",3
"1498","insurance",3
"1499","investigated",3
"1500","iran's",3
"1501","isci",3
"1502","isil",3
"1503","islanders",3
"1504","ismail",3
"1505","japan",3
"1506","japanese",3
"1507","joc",3
"1508","kaliningrad",3
"1509","kerry",3
"1510","khalifa",3
"1511","khartoum",3
"1512","killings",3
"1513","kingdom’s",3
"1514","kinoti",3
"1515","kirkuk",3
"1516","korean",3
"1517","kunduz",3
"1518","kurdistan",3
"1519","language",3
"1520","launchers",3
"1521","launching",3
"1522","lawyer",3
"1523","level",3
"1524","light",3
"1525","listens",3
"1526","live",3
"1527","london's",3
"1528","london’s",3
"1529","longtime",3
"1530","loss",3
"1531","martyrdom",3
"1532","masoud",3
"1533","matter",3
"1534","mediator",3
"1535","meets",3
"1536","meters",3
"1537","minorities",3
"1538","mishraq",3
"1539","missions",3
"1540","mogul",3
"1541","momentum",3
"1542","moon’s",3
"1543","morsi",3
"1544","mountain",3
"1545","mozambique",3
"1546","murad",3
"1547","murder",3
"1548","myanmar",3
"1549","nairobi",3
"1550","named",3
"1551","nasrallah",3
"1552","nation’s",3
"1553","navy",3
"1554","nbc",3
"1555","neighbors",3
"1556","netanyahu",3
"1557","network",3
"1558","noorani",3
"1559","norwegian",3
"1560","note",3
"1561","nov",3
"1562","observatory",3
"1563","occasions",3
"1564","ocean",3
"1565","opponents",3
"1566","oppose",3
"1567","oust",3
"1568","ouster",3
"1569","outfits",3
"1570","outlawed",3
"1571","outstanding",3
"1572","owned",3
"1573","packed",3
"1574","paid",3
"1575","patrol",3
"1576","pause",3
"1577","pennsylvania",3
"1578","performance",3
"1579","persona",3
"1580","personal",3
"1581","phenomenon",3
"1582","philippines",3
"1583","photograph",3
"1584","planes",3
"1585","planning",3
"1586","policemen",3
"1587","politicizing",3
"1588","preliminary",3
"1589","premier",3
